Title,Company,Location,Posted Date,Job Link,Description
"Junior Data Scientist, Global Sourcing",The Wonderful Company,"Los Angeles, CA",2025-04-08,https://www.linkedin.com/jobs/view/junior-data-scientist-global-sourcing-at-the-wonderful-company-4204524997?position=48&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=5moCn4f3vdxwLdsjAQzT7Q%3D%3D,"Company Description

The Wonderful Company is committed to offering high-quality, healthy, and iconic brands such as Wonderful Pistachios, Wonderful Halos, FIJI Water, and POM Wonderful. We’re looking to make the world a healthier place through an uncompromising commitment to the well-being of our employees and their families. We foster a collaborative workforce that encourages an entrepreneurial spirit and openness to change.

Our Global Sourcing Analytics team is expanding with a new  position! Collaborating closely with our Senior Data Scientist, this role will be vital in our team’s efforts to identify project opportunities, operationalize & continuously improve our analytical processes, and increase the collective impact of Wonderful’s procurement teams.

This role is a great opportunity for someone:



To succeed, you will need robust analytical capabilities, strong problem-solving skills, excellent communication skills, and a collaborative mindset. To thrive, you must be creative and curious, with an unwavering appetite to learn, improve, and make an impact.

We work a hybrid schedule with an in-office requirement Monday-Wednesday and the option to work remotely on Thursday and Friday. Our office is located at 11444 W. Olympic Blvd., Los Angeles, CA 90064.









Pay Range: $70,000 - $77,000 and may include a discretionary bonus. Final compensation will be dependent upon skills & experience.





Headquartered in Los Angeles, The Wonderful Company is a privately held $6 billion company dedicated to harvesting health around the world through its iconic consumer brands. The company’s 10,000 employees worldwide are committed to bringing consumers everywhere the freshest, most wholesome pistachios, citrus and pomegranates; bottling the finest water and wines; and creating colorful bouquets that are sure to touch the heart. This commitment is reflected in the company’s market share: Wonderful Pistachios® is America’s No. 1 tree nut and America’s fastest-growing snack; Wonderful® Halos® is the No. 1 mandarin orange in America; POM Wonderful® is the No. 1 100% pomegranate brand in America; FIJI® Water is America’s No. 1 premium imported bottled water brand; JUSTIN® Wine has the No. 1 Cabernet Sauvignon in California; and Teleflora® is the world’s leading floral delivery service.

The Wonderful Company’s connection to consumers has health at its heart and giving back at its core. The company has a long-standing commitment to corporate social responsibility, including more than $1 billion invested in environmental sustainability; $65 million in charitable giving, education initiatives, and innovative health and wellness programs each year; and $143 million toward the construction of two charter school campuses in California’s Central Valley. To view the current Corporate Social Responsibility report, visit www.wonderful.com/csr.

To learn more about The Wonderful Company, its products and its core values, visit www.wonderful.com, or follow us on Facebook, Twitter and Instagram.

The Wonderful Company is an Equality Opportunity Employer that provides opportunities for advancement. We are committed to creating a diverse workforce that embodies a deep culture of acceptance, equity, and inclusion. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, protected veteran status, or other protected categories.

EEO is the law - click here for more information"
Machine Learning Engineer (Weather / Climate / AI),Attis,San Francisco Bay Area,2025-04-28,https://www.linkedin.com/jobs/view/machine-learning-engineer-weather-climate-ai-at-attis-4218718476?position=49&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=OGUvcwDelYDD9ozpEu2%2F2g%3D%3D,"Overview
Join a pioneering company dedicated to building safe, controllable AI physics models to tackle some of humanity's most significant challenges. You'll be part of a small, passionate team with a proven track record in developing safety-critical models for advanced robotics and autonomous systems."
Data Scientist,Skai,"New York, United States",2025-04-24,https://www.linkedin.com/jobs/view/data-scientist-at-skai-4213513940?position=50&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=kiP2%2BGy8bn8ZvjFWCcQrhw%3D%3D,"Skai's Data Science team is hiring!


Ready to take your career to the next level?"
"Applied AI/ML Data Scientist, Associate",Cerberus Capital Management,New York City Metropolitan Area,2025-04-22,https://www.linkedin.com/jobs/view/applied-ai-ml-data-scientist-associate-at-cerberus-capital-management-4214606882?position=51&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=wT4jy7WUHelvidDRNg2nhw%3D%3D,"About Cerberus Capital Management & Cerberus Technology Solutions
Cerberus Capital Management (CCM) is a private equity firm with partial or full ownership stakes in over 40 companies in a variety of industries. Cerberus Technology Solutions (CTS) is a subsidiary of CCM focused exclusively on leveraging emerging technology, data, and advanced analytics to drive transformations. Our expert technologists work closely with Cerberus investment and operating professionals across our global businesses and platforms on a variety of operating initiatives targeted at improving systems and generating value from data."
Data Scientist,Inizio Partners,New York City Metropolitan Area,2025-04-25,https://www.linkedin.com/jobs/view/data-scientist-at-inizio-partners-4210761763?position=52&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=jS%2BwvuR7i5PAKeoWU8Hhfg%3D%3D,"Role: Data Scientist / ML Engineer
Location: New York / Atlanta
Type: Fulltime, Hybrid

NOTE: This is not an entry level position. Looking for someone with a minimum of 8-10 years experience in Data Science."
Data Scientist I,Sony,"Reston, VA",2025-04-07,https://www.linkedin.com/jobs/view/data-scientist-i-at-sony-4201866075?position=53&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=kn6n%2FwNN2D0C%2FyHM%2Fa2Y%2Bg%3D%3D,"Sony Corporation of America, located in New York, NY, is the U.S. headquarters of Sony Group Corporation, based in Tokyo, Japan. Sony's principal U.S. businesses include Sony Electronics Inc., Sony Interactive Entertainment LLC, Sony Music Entertainment, Sony Music Publishing and Sony Pictures Entertainment Inc. With some 900 million Sony devices in hands and homes worldwide today, a vast array of Sony movies, television shows and music, and the PlayStation Network, Sony creates and delivers more entertainment experiences to more people than anyone else on earth. To learn more: .



Sony is seeking a Data Scientist I to join Sony’s Corporate Information Security Division. This position will report to the Director of Risk Analytics and be a part of the team responsible for designing, implementing, and maintaining a Global Information Security Risk Analytics platform used to provide information security risk intelligence to Senior Leadership and monitor the confidentiality, integrity, and availability of Sony assets.

You’ll work across the global information security team to understand the unique problems and constraints, then dig into the data-rich environment to find the pieces of the puzzle. You’ll write scripts, build predictive analytics, automate processes, apply machine learning techniques, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help leadership make informed decisions.

























In addition to competitive pay and benefits, we offer an environment and culture that promotes Diversity, Equity, and Inclusion. We are committed to creating an inclusive employee experience for you to thrive as part of Sony’s purpose to “fill the world with emotion through the power of creativity and technology”.



SCA offers benefits-eligible employees (generally regular employees scheduled to work 20 or more hours a week) a comprehensive benefits program that offers coverage and support for employees and their family’s physical, emotional, and financial well-being.















Sony is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religious creed, sex (including pregnancy), gender, national origin, citizenship, ancestry, age, physical or mental disability, military status, status as a veteran or disabled veteran, sexual orientation, gender identity or expression, marital or family status, genetic information, medical condition, or any other basis protected by applicable federal, state, or local law, ordinance, or regulation.



Sony Corporation of America provides reasonable accommodation for qualified individuals with disabilities and disabled veterans in job application procedures. For reasonable accommodation requests, please contact us by email at careers@sonyusa.com or by mail to: Sony Corporation of America, Human Resources Department, 25 Madison Avenue, New York, NY 10010. Please indicate the position you are applying for.

EEO is the Law

EEO is the Law Supplement

Right to Work (English/Spanish)

E-Verify Participation (English/Spanish)"
Data Scientist 1,PayPal,"Austin, TX",2025-04-25,https://www.linkedin.com/jobs/view/data-scientist-1-at-paypal-4209158874?position=54&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=uRxa%2F3bkti%2FUx%2B3x%2BJghHw%3D%3D,"The Company
PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.

We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whether they are online or in person. PayPal is more than a connection to third-party payment networks. We provide proprietary payment solutions accepted by merchants that enable the completion of payments on our platform on behalf of our customers.

We offer our customers the flexibility to use their accounts to purchase and receive payments for goods and services, as well as the ability to transfer and withdraw funds. We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account balance, PayPal and Venmo branded credit products, a credit card, a debit card, certain cryptocurrencies, or other stored value products such as gift cards, and eligible credit card rewards. Our PayPal, Venmo, and Xoom products also make it safer and simpler for friends and family to transfer funds to each other. We offer merchants an end-to-end payments solution that provides authorization and settlement capabilities, as well as instant access to funds and payouts. We also help merchants connect with their customers, process exchanges and returns, and manage risk. We enable consumers to engage in cross-border shopping and merchants to extend their global reach while reducing the complexity and friction involved in enabling cross-border trade.

Our beliefs are the foundation for how we conduct business every day. We live each day guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Together, our values ensure that we work together as one global team with our customers at the center of everything we do – and they push us to ensure we take care of ourselves, each other, and our communities.


What you need to know about the role The Fraud Risk Data Scientist is responsible for managing end-to-end risk policy for PayPal’s card issuance products. The team is seeking a professional with U.S. and international card risk payments experience to help the team mitigate card fraud losses and improve customer experience. Meet our team PayPal's GFP Fraud Risk team is responsible for partnering with global business units to manage a variety of risk of various types, including identity fraud, account takeover, stolen financial fraud, and credit issues. This is an exciting department that plays an important role in contributing PayPal's bottom line financial savings, ensuring safe and secure global business growth, and delivering the best customer experience. This particular opportunity is within the Debit Card Fraud Risk team.




The primary responsibility of the Data Scientist, Risk Strategy is to help reduce Card losses by developing and optimizing risk strategies throughout the customer lifecycle. A large part of the role is driving business strategy recommendations through data analytics on Card authorization and PayPal customer data.

The data scientist will be cross-functional in scope and will focus on developing innovative card risk solutions while collaborating with key stakeholders in core payments, operations, risk, finance, and product owners.



The individual will:





(Knowledge, skills, abilities, experience required to perform job)

Preferred Experience/Skills:





PayPal is committed to fair and equitable compensation practices.

Actual Compensation is based on various factors including but not limited to work location, and relevant skills and experience.

The total compensation for this practice may include an annual performance bonus (or other incentive compensation, as applicable), equity, and medical, dental, vision, and other benefits. For more information, visit https://www.paypalbenefits.com.

The U.S. national annual pay range for this role is $72700 to $176000

For the majority of employees, PayPal's balanced hybrid work model offers 3 days in the office for effective in-person collaboration and 2 days at your choice of either the PayPal office or your home workspace, ensuring that you equally have the benefits and conveniences of both locations.



At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.

We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.com



To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspx



PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state, or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.



Our employees are central to advancing our mission, and we strive to create an environment where everyone can do their best work with a sense of purpose and belonging. Belonging at PayPal means creating a workplace with a sense of acceptance and security where all employees feel included and valued. We are proud to have a diverse workforce reflective of the merchants, consumers, and communities that we serve, and we continue to take tangible actions to cultivate inclusivity and belonging at PayPal.

Any general requests for consideration of your skills, please Join our Talent Community.

We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don’t hesitate to apply.

REQ ID R0125567"
DoN Junior Data Scientist,"ELS, Inc.","Washington, DC",2025-04-23,https://www.linkedin.com/jobs/view/don-junior-data-scientist-at-els-inc-4215010816?position=55&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=%2BiSh9Mu3TLA%2BFuC4Nzy2nQ%3D%3D,"Junior Data Scientist

ELS is an employee-owned small business that provides professional and engineering support services to the U.S. Navy. We pride ourselves, as employee owners, in delivering high quality products to our customers across different platforms, systems and equipment. For over 40 years our focus has been to hire, develop and retain a highly-qualified staff of professionals that work collaboratively to provide exceptional support and solutions to our customers. We are caring, results driven, and strive to provide a meaningful work experience.

Shows competent skills associated with the labor category, performs moderately complex tasks independently and complex tasks with some guidance and feedback, and completes tasks on time and to a standard that is satisfactory.This position is contingent upon contract award.

DC area and remote option









Occasional travel may be required

Full Time

$60,000-$70,000

ELS is a proud Equal Employment Opportunity Employer

Powered by JazzHR

wi5zMIDeaY"
Data Scientist,Shippo,United States,2025-04-11,https://www.linkedin.com/jobs/view/data-scientist-at-shippo-4206897267?position=56&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=7xUpTlR%2ByMeRmQm1vM0MgA%3D%3D,"Here at Shippo, we are the shipping layer of the internet and we consider ourselves to be one of the core building blocks of e-commerce. Our mission is to make merchants successful through world class shipping. With our products and solutions, we level the playing field by providing our customers with best-in-class solutions that otherwise wouldn’t be available to them. Through Shippo, e-commerce businesses, marketplaces, platforms and a variety of logistics infrastructure providers are able to connect to shipping carriers around the world from one API and dashboard. We provide our customers with the most competitive shipping rates, print labels, automated international documents, shipment tracking, facilitate the returns process and more."
Data Science - Fraud Analytics,Straive,"San Jose, CA",2025-04-23,https://www.linkedin.com/jobs/view/data-science-fraud-analytics-at-straive-4215930081?position=57&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=HwCfHESOyepaUEOIiAZkBg%3D%3D,"Straive is a global leader in enterprise-grade data analytics and AI solutions, committed to empowering businesses across various industries with cutting-edge technology and expert insights. Backed by EQT, a top private equity firm, we are uniquely positioned to drive innovation through significant investments and an entrepreneurial spirit."
Data Scientist,Crowdwave,United States,2025-04-14,https://www.linkedin.com/jobs/view/data-scientist-at-crowdwave-4207916212?position=58&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=hQwmEee%2FS7wRk9obVCacIQ%3D%3D,"Who We Are

Crowdwave is an exciting new product leveraging the power of LLMs to simulate audiences for consumer sentiment research. Before running costly human surveys to get feedback on new marketing materials, branding, product ideas, etc., companies and researchers use our product to quickly run surveys on virtual audiences representing specific consumer segments. AI allows for faster, lower-cost research, and unlocks additional types of studies such as iterative follow-up surveys, counterfactual comparisons, and lengthy or in-depth surveys that are impractical with human respondents."
Data Scientist,IPG Health,"New York, NY",2025-04-09,https://www.linkedin.com/jobs/view/data-scientist-at-ipg-health-4205475254?position=59&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=FsBMN2vkwAiNTiF1Eaodog%3D%3D,"About the Job:
As a Data Scientist, you will drive business growth through data-driven insights, applying advanced analytics and machine learning techniques. Integrating diverse data sources, you'll uncover customer trends, optimize strategies, and present actionable findings to stakeholders. This role combines quantitative expertise with strategic thinking."
Data Scientist Intern,HealthStream,"Nashville, TN",2025-04-10,https://www.linkedin.com/jobs/view/data-scientist-intern-at-healthstream-4206611564?position=60&pageNum=0&refId=Wl%2BRibBnJKNK8biOiBWRtw%3D%3D&trackingId=RsNETxwXfm5s4BOVvfTOZw%3D%3D,"Description

Data Scientist Intern

Company Overview

HealthStream is the leader in healthcare workforce solutions. We help organizations work better by helping their people work smarter.

HealthStream provides the leading learning, clinical development, credentialing, and scheduling applications delivered on healthcare’s #1 platform. We streamline everyday tasks while improving performance, engagement, and safety – fostering a workplace where people flourish, and care thrives.

Why Join Us

At HealthStream, you’ll have the opportunity to make a meaningful impact on the future of healthcare by collaborating with a team of talented professionals dedicated to innovation and excellence. We offer competitive compensation, comprehensive benefits, and a supportive work environment where creativity and collaboration thrive.

Our shared vision is to enhance the quality of healthcare by empowering the people who deliver care – a commitment we have upheld for over 30 years through providing innovative solutions and driving constant growth. Join us in revolutionizing the healthcare industry and shaping the future of patient care. As a HealthStreamer, you will be at the forefront of healthcare technology innovation, making a recurring impact on the industry.

We’re proud of our values-forward culture that offers our people:



At HealthStream, our thriving culture encourages collaboration and values contributions, allowing our team members to continuously solve big problems and grow. We are committed to driving innovation in healthcare and ensuring that patients receive competent care from qualified professionals. As a HealthStream team member, you will help bring this vision to life. If you want to work for a company committed to its values and vision, HealthStream is the place for you!

HealthStream is an equal opportunity employer. HealthStream prohibits employment practices that discriminate against individual employees or groups of employees on the basis of age, color, disability, national origin, race, religion, sex, sexual orientation, pregnancy, veteran or military status, genetic information or any other category deemed protected by state and/or federal law.

Position Information

Position Overview

HealthStream is seeking a Data Scientist Intern for Summer 2025. This full-time internship offers hands-on experience in developing, testing, and enhancing machine learning models that support real-world healthcare solutions. The ideal candidate is analytical, collaborative, and eager to grow in a fast-paced, innovation-driven environment. This role is open to candidates in the Nashville area or remote.

Key Responsibilities





Qualifications







Are you passionate about enhancing healthcare outcomes and empowering healthcare professionals? Join the HealthStream team and become a HealthStreamer! Together, we can make a difference in the world of healthcare."
